material no.,description,bin no.,val.stock,max.price,value,uom,storage loc
10866,J2600P23000 P-230 O-RING,MAZAK,8,,"5,548.56",NOS,1060
10867,J2600P33500 P-335 O-RING,MAZAK,6,,"7,614.00",NOS,1060
10868,J21NV000820 V-725A V-RING,MAZAK,3,,"140,735.37",NOS,1060
10875,HCSF152BKS4 SERVO MOTOR,MAZAK,1,,"190,600.00",NOS,1060
10904,TS1860N1171 ROTARY ENCODER,MAZAK,1,,"34,252.95",NOS,1060
10911,HYD.HOSE  5/16 x 3000 MM WITH FITTING,MAZAK,0,,0,NOS,1060
10912,HYD.HOSE  3/4 x 1100 MM WITH FITTING,MAZAK,0,,0,NOS,1060
10913,HYD.HOSE  3/8 x 3100 MM WITH FITTING,MAZAK,0,,0,NOS,1060
10914,HOSE CONNECTOR 3/8 x 3/8 BSP C TYPE,MAZAK,10,,474.8,NOS,1060
10915,HOSE CONNECTOR 1/4 x 1/4 BSP,MAZAK,7,,273,NOS,1060
10916,HOSE CONNECTOR 1/2 x 1/2 BSP,MAZAK,9,,574.83,NOS,1060
10917,HOSE CONNECTOR 3/4 x 3/4 BSP,MAZAK,10,,992.5,NOS,1060
10920,CONTACTOR SCN1 AC 220V 2A2B,MAZAK,0,,0,NOS,1060
10921,O/L RELAY TH-N12KP 1.7-2.5A,MAZAK,0,,0,NOS,1060
10922,O/L RELAY TH-N12KP 2-3A,MAZAK,0,,0,NOS,1060
10928,G14JN003200 CHECK VALVE KZU00-035E,MAZAK,0,,0,NOS,1060
10934,I-AFF11C-06BD PRE MAIN LINE FILTER,MAZAK,1,,"7,584.67",NOS,1060
11054,D15IA002620 ILLUMINATED PUSH BUTTON,MAZAK,1,,"1,611.23",NOS,1060
11055,D15IA002940 SWITCH GUARD,MAZAK,2,,704.66,NOS,1060
11056,D19IA002150 PUSH BUTTON SWITCH,MAZAK,1,,"1,544.27",NOS,1060
11057,D19IA002130 PUSH BUTTON SWITCH,MAZAK,1,,"1,544.27",NOS,1060
11058,D15FA000271 PUSH BUTTON SWITCH,MAZAK,2,,"1,718.38",NOS,1060
11059,"SC-N1,SC 25BAA FUJI CONTACT KIT 200V CO",MAZAK,2,,"3,502.68",NOS,1060
11228,H50RK008081 ESX20-6304 ROTARY JOINT,MAZAK,1,,"93,506.00",NOS,1060
11265,R13TR00287C DM200 DC-MODULE,MAZAK,2,,"3,900.00",NOS,1060
11288,OSA105S2A ENCODER  MYT4400,MAZAK,1,,"40,351.22",NOS,1060
11289,F28VV015261 FBW3590XRG+1200L SLIDE PACK,MAZAK,6,,"61,800.00",NOS,1060
11290,22450848234 COUPLING 4 PCS/SET OD=120,MAZAK,2,,"779,960.00",SET,1060
11316,LIMIT SWITCH NB01RS556-M 085246   EUCHN,MAZAK,0,,0,NOS,1060
11407,M16JF000110 SPIKE (GRIPPER) HS-120-C,MAZAK,7,,"20,440.07",NOS,1060
11408,M16JF000170 SPIKE (GRIPPER) HS-160-C,MAZAK,8,,"31,146.16",NOS,1060
11409,Z37ZZ000740 CIMRS5-10-0.005 SHIM,MAZAK,6,,"3,715.56",NOS,1060
11534,G32KW000060 OIL CAP KRM-B25,MAZAK,5,,"1,761.65",NOS,1060
11535,J01AE1013A0 OIL SEAL,MAZAK,13,,"4,446.00",NOS,1060
11627,AXK1132 + AS1132 INA GERMANY NEEDLE BRG,MAZAK,4,,"8,400.00",NOS,1060
11669,MAG4100 PCB,MAZAK,0,,0,NOS,1060
11670,MBH7800 COOLING FAN,MAZAK,0,,0,NOS,1060
11671,MLT5700 UNIT COVER,MAZAK,0,,0,NOS,1060
11672,MLG0000 TERMINAL COVER,MAZAK,0,,0,NOS,1060
11673,MAG0600 FRONT COVER,MAZAK,0,,0,NOS,1060
11674,A6BAT MITSUBISHI 3.6V BATTERY,MAZAK,16,,"7,322.08",NOS,1060
11679,IMPELLER CPL 49 BULK Q-24 N- CRK2-180/1,MAZAK,0,,0,NOS,1060
11680,IMPELLER CPL 49D BULK Q-5 N- CRK2-180/1,MAZAK,0,,0,NOS,1060
11681,PUMP SHAFT  FOR CRK 2-180/18,MAZAK,0,,0,NOS,1060
11682,SHAFT SEAL FOR CRK 2-180/18,MAZAK,1,,"5,185.17",NOS,1060
11683,CNP PUMP MODEL CDLK 2-180/18,MAZAK,0,,0,NOS,1060
11866,Z9900000160 GREASE CITRAX  EP-2 400G,MAZAK,0,,0,NOS,1060
11867,"T55DF000010 PULL-STUD T,MAS P50T",MAZAK,0,,0,NOS,1060
11868,32554163842 DUCT 2082 x 100 x 89,MAZAK,1,,"9,438.69",NOS,1060
11992,CENTER STEEL PLATE WITH FRICTION MATL.,MAZAK,0,,0,NOS,1060
11993,STEEL CENTER PLATE,MAZAK,0,,0,NOS,1060
11994,"GASKET,12*18",MAZAK,0,,0,PC,1060
11995,TOP ARMATURE PLATE,MAZAK,0,,0,NOS,1060
12195,GREEN CONNECTOR 10 PIN F & 12 PIN FEMAL,MAZAK,8,,"2,640.00",PAA,1060
12237,MV76300 MDS-C1-SPH-300 SPINDLE DRIVE,MAZAK,1,,"205,993.25",NOS,1060
12253,ELECTRONIC TRANSDUCER 25 PIN,MAZAK,0,,0,NOS,1060
12275,E2BM12KS04WPB12M PROX.SWITCH OMRON,MAZAK,0,,0,NOS,1060
12276,E2BM18KS08WPB22M PROX.SWITCH OMRON,MAZAK,0,,0,NOS,1060
12354,A50PQ002670 SPRING 9-1004-11,MAZAK,12,,"12,888.00",NOS,1060
12375,QRC COUPLER FD35-1000-06-06,MAZAK,0,,0,NOS,1060
12617,"42320264060 NUT, M8 (SP-PT)",MAZAK,0,,0,NOS,1060
12618,G29KH000380 OIL GAUGE,MAZAK,1,,796.34,NOS,1060
12642,J01AE2085A0 OIL SEAL TC35X55X11 (NBR),MAZAK,1,,409.14,NOS,1060
12643,J01AC1012E0 OIL SEAL SC20X35X7,MAZAK,0,,0,NOS,1060
12696,AS3002F-08 SPEED CONTROLER,MAZAK,0,,0,NOS,1060
12697,AXK1107 NEEDLE BEARING,MAZAK,2,,"1,133.22",NOS,1060
12743,COOLANT FILTER FRAME W260 X L635MM,MAZAK,9,,"17,095.05",NOS,1060
12894,12555126740 X AXIS WAY COVER (R+L),MAZAK,0,,0,NOS,1060
13003,LC1D1506F7 CONTACTOR 150A 110VAC,MAZAK,0,,0,NOS,1060
13553,R25YB002520 FL7M-3K6H-L10 SENSOR,MAZAK,0,,0,NOS,1060
13554,R25YB002591 FL7M-3J6HD-L3 PROXI SWITCH,MAZAK,0,,0,NOS,1060
13679,S-N150 AC100V CONTACTOR WITH 2NO+2NC,MAZAK,0,,0,NOS,1060
13680,S-N180 AC100V CONTACTOR WITH 2NO+2NC,MAZAK,1,,"14,658.84",NOS,1060
13799,32550862553 SPACER OD=330 ID=101 T=3,MAZAK,3,,"181,551.00",NOS,1060
13825,MT50900 SERVO MOTOR  HC703S,MAZAK,1,,"219,067.15",NOS,1060
13886,R983032269 REXORTH GEAR PUMP,MAZAK,0,,0,NOS,1060
14026,MBA1000 MDS-DH-CV-550 POWER SUPPLY UNIT,MAZAK,1,,"511,392.00",NOS,1060
14033,L10TR001910 COUPLING ERC25 35CX35C-L108,MAZAK,2,,"18,122.00",NOS,1060
14082,VEKTEK QUICK MALE COUPTER SAE630-7727-6,MAZAK,0,,0,NOS,1060
14083,VEKTEK MODIFIED FEMALE COUPLER SAE6,MAZAK,0,,0,NOS,1060
14084,VEKTEK ACCUMULATOR 10-1016-02,MAZAK,0,,0,NOS,1060
14085,PGO-320-S-1-P-B-R HYD. GEAR PUMP,MAZAK,1,,"2,835.00",NOS,1060
14106,"S-T12 AC110V, 1A1B MAGNETIC CONTACTOR",MAZAK,0,,0,NOS,1060
14107,UT-AX2 1A1B MECHANICAL LOCKING FOR S-T1,MAZAK,14,,"4,665.78",NOS,1060
14108,TH-T18KP 2.5A THERMAL OVERLOAD RELAY,MAZAK,1,,810,NOS,1060
14109,TH-T18KP 0.9A THERMAL OVERLOAD RELAY,MAZAK,11,,"9,264.75",NOS,1060
14110,TH-T18KP 0.5A THERMAL OVERLOAD RELAY,MAZAK,10,,"10,417.30",NOS,1060
14111,TH-T18KP 11A THERMAL OVERLOAD RELAY,MAZAK,9,,"9,375.57",NOS,1060
1413,22459749330 ARM (PALLET HOOK),MAZAK,0,,0,NOS,1060
14136,N20ZZ002271 RV-80E-121 TRANSMISSION,MAZAK,0,,0,NOS,1060
14137,J2800G04100 JIS-W1516-G41 AN6230-41 O-R,MAZAK,0,,0,NOS,1060
14138,J2703X10000 3X1000 RUBBER STRING,MAZAK,0,,0,NOS,1060
1414,32451644385 FINGER PISTON CAT,MAZAK,3,,"100,803.00",NOS,1060
14155,SOLENOID VALVE 4DE06HSA220-04,MAZAK,2,,"9,519.72",NOS,1060
14156,RADIAL PISTON PUMP 1RC3C,MAZAK,1,,"8,016.40",NOS,1060
14157,COOLANT PUMP RV160/220 3 PHASE 200V 280,MAZAK,0,,0,NOS,1060
14281,D7125526044 W2604 CABLE FOR J61 BOX,MAZAK,2,,"38,969.00",NOS,1060
14332,BEARING ANG. CONT. 7005 CTDUL P4 RHP,MAZAK,0,,0,PAA,1060
14333,HARD DISK 40GB 4200RPM,MAZAK,13,,"29,177.72",NOS,1060
14383,IGBT PM200CBS060,MAZAK,0,,0,NOS,1060
14437,99176 SKF SPEEDI SLEEVE,MAZAK,6,,"6,039.00",NOS,1060
14438,G77LA000340 MIXING VALVE 5B1E-1,MAZAK,1,,"30,041.76",NOS,1060
14439,G77LA000380 MIXING VALVE 1A1B1C2E-1,MAZAK,1,,"25,207.84",NOS,1060
14440,G77LA000500 MIX-3B MIX.VALVE,MAZAK,0,,0,NOS,1060
14446,HYDRAULIC FILTER CARTRIDGE HF-1 MAZAK,MAZAK,0,,0,NOS,1060
14447,HYDRAULIC FILTER CARTRIDGE HF-2 MAZAK,MAZAK,0,,0,NOS,1060
14448,PISTON SEAL 29X40X4.2 PTA0290801 MAZAK,MAZAK,3,,338.46,NOS,1060
14455,BEARING 6204-ZZ EXPLORER,MAZAK,0,,0,NOS,1060
14456,BEARING 6203-ZZ EXPLORER,MAZAK,5,,675.6,NOS,1060
14467,125584A0031 BALL SCREW (Z AXIS),MAZAK,1,,"285,166.00",NOS,1060
14474,BN63B4 MOTOR 0.18KW 1390 RPM FL.ANGE MT,MAZAK,2,,"9,422.48",NOS,1060
14549,COMPRESSOR 5.5 TR ZR48KCE-TF5-522 COPLA,MAZAK,0,,0,NOS,1060
14560,42565861670 ROLLER OD=54 T=17,MAZAK,1,,"7,841.12",NOS,1060
14561,A35000H0280 H-28 RETAINING RING 1SET=10,MAZAK,0,,0,NOS,1060
14562,D7125528523 CABLE ASSY.FOR AXIS MOTOR,MAZAK,0,,0,NOS,1060
14611,MT16100 HR274 PRINTED CIRCUIT BOARD,MAZAK,1,,"5,556.32",NOS,1060
14789,S8FS-C01505 POWER SUPPLY 5VDC 3AMP,MAZAK,2,,"2,000.00",NOS,1060
14849,J01AE4346H0 OIL SEAL TC 120X150X14,MAZAK,5,,869.2,NOS,1060
14850,E00AXK11180 THRUST NEEDLE BEARING,MAZAK,4,,"3,000.00",NOS,1060
14851,32407124991 BRACKET 105X100X29 (SP-PT),MAZAK,1,,"40,691.00",NOS,1060
14852,42407125000 RACK 12X10X100,MAZAK,1,,"3,463.00",NOS,1060
14853,42407125010 RACK 12X10X110,MAZAK,1,,"3,463.00",NOS,1060
14854,42551745952 PIN OD-24-HEX L-58 (SP-PT),MAZAK,1,,"4,779.00",NOS,1060
14855,F30PF004520 80W-15 WASHER,MAZAK,5,,"1,710.00",NOS,1060
14953,TAPER ROLLER BEARING 30207 SKF,MAZAK,1,,332.87,NOS,1060
14989,MDS-DH-V1-160 - SERVO DRIVE  MAW1600,MAZAK,1,,"138,303.00",NOS,1060
14990,MDS-DH-SP-200 SPINDLE DRIVE MAW4000,MAZAK,0,,0,NOS,1060
14991,MDS-DH-V2-8080W SERVO DRIVE MBS7800,MAZAK,0,,0,NOS,1060
14992,A34000AW100 BRG LK. WASHER AW10,MAZAK,4,,"1,368.00",NOS,1060
15251,ALLUMINIUM COUPLING D1-14 D2-18 L-36MM,MAZAK,0,,0,NOS,1060
15273,MDS-C1-V1-90-N SERVO DRIVE,MAZAK,1,,"159,495.00",NOS,1060
15274,EXTERNAL HARD DISC 1 TB,MAZAK,0,,0,NOS,1060
15275,HARD DISK 20GB 4200RPM,MAZAK,0,,0,NOS,1060
15315,TAPPER ROLLER BEARING 30203,MAZAK,3,,580.23,NOS,1060
15317,32011 X  BEARING,MAZAK,2,,"1,840.80",NOS,1060
15318,32010  BEARING,MAZAK,5,,"2,295.10",NOS,1060
15319,32209  BEARING,MAZAK,0,,0,NOS,1060
15341,RELAY MAFY600,MAZAK,1,,278,NOS,1060
15342,FIN COVER MAG1800,MAZAK,0,,0,NOS,1060
15343,FRONT COVER MAKN600,MAZAK,0,,0,NOS,1060
15344,PHOTO COUPLER MBG9200,MAZAK,0,,0,NOS,1060
15345,FAN MBH7800,MAZAK,2,,"11,072.00",NOS,1060
15346,COVER MLG0000,MAZAK,0,,0,NOS,1060
15347,COVER MLT5700,MAZAK,0,,0,NOS,1060
15348,IC (HIC) MYR0200,MAZAK,0,,0,NOS,1060
15349,PRINTED CIRCUIT BOARD MBG1400,MAZAK,0,,0,NOS,1060
15350,TERMINAL BLOCK MYE5000,MAZAK,0,,0,NOS,1060
15414,12558422550 BALL SCREW X-AXIS L-1768,MAZAK,0,,0,NOS,1060
15415,12558422560 BALL SCREW Y-AXIS L-1717,MAZAK,0,,0,NOS,1060
15416,12558422570 BALL SCREW Z-AXIS L-1598,MAZAK,1,,"205,352.00",NOS,1060
15417,F28VV014201 2FBW3590XR-1200L SLIDE PACK,MAZAK,0,,0,NOS,1060
15418,F28VV015251 FBW3590XRUU+650L SLIDE PACK,MAZAK,1,,"5,321.97",NOS,1060
15419,L02CN02052L SPIRAL CONV.  100XP125XL415,MAZAK,2,,"178,114.16",NOS,1060
1547,ANTI VIBRATION PAD EGA 105-B NITRILE RB,MAZAK,8,,"6,800.00",NOS,1060
15664,J01AE2668A0 TC45X68X12 OIL SEAL,MAZAK,4,,"3,272.00",NOS,1060
15665,J04SH000150 SER 20 SCRAPER,MAZAK,4,,"3,124.00",NOS,1060
15666,J04SH000440 SKY 55 PACKING (USH 55 65 6,MAZAK,2,,"2,030.00",NOS,1060
15667,J2600G05000 O-RING G-50 1 SET = 5 PCS,MAZAK,0,,0,SET,1060
15668,J2600G06500 O-RING G-065 1 SET = 5 PCS,MAZAK,0,,0,SET,1060
15669,J2600G09000 O-RING G-90,MAZAK,0,,0,NOS,1060
15670,U41ZK002180 OIL SEAL TC25388,MAZAK,3,,"2,079.00",NOS,1060
15671,U41ZK002410 DUST SEAL DKH55698,MAZAK,2,,"1,836.00",NOS,1060
15698,"SCRAPPER CHAIN WITH BLADE 1.5""PX280MM W",MAZAK,0,,0,M,1060
15700,UCP-205 PLUMBER BLOCK,MAZAK,8,,"2,520.00",NOS,1060
15701,DRIVEN SHAFT WITH SPROCKET FOR D0H-280,MAZAK,2,,"4,050.00",NOS,1060
15702,IDEAL SHAFT WITH SPROCKET FOR D0H-280,MAZAK,2,,"2,520.00",NOS,1060
15704,MOTOR WITH GEAR BOX FOR D0H-280,MAZAK,2,,"18,900.00",NOS,1060
15710,12555224870 Y AXIS WAY COVER FH6800,MAZAK,0,,0,NOS,1060
15714,MDS-DH2-SP-200 SPINDLE DRIVE,MAZAK,1,,"281,930.00",NOS,1060
15715,MDS-DH2-CV-550 POWER MODULE,MAZAK,0,,0,NOS,1060
15719,VFS2420-5DZ-02 SOLENOID VALVE,MAZAK,1,,"8,188.66",NOS,1060
15809,CDM2BZ32-150AZ-C73L AIR CYLINDER SMC,MAZAK,1,,"4,141.20",NOS,1060
15810,AD48-8-X2110 AUTO DRAIN (N.O.) SMC,MAZAK,10,,"48,400.30",NOS,1060
15814,MAZAK MAGAZINE MOTOR BREAK LINER 20MM,MAZAK,8,,"14,932.80",NOS,1060
15895,EGH20CA2R1140Z0H LINEAR GUIDE 1140MM,MAZAK,0,,0,NOS,1060
16005,42721666540 PIN L=47 (OD4X9.5+D6X37.5),MAZAK,0,,0,NOS,1060
16043,G06LA002722 AMZ-3-100SL-18LP LUB. PUMP,MAZAK,1,,"18,489.00",NOS,1060
16069,MANIFOLD BLOCK NG6-2 STATION WITH RELIE,MAZAK,1,,"7,950.00",NOS,1060
16182,MV44400 TRANSFORMER,MAZAK,0,,0,NOS,1060
16237,R25YB002541 FL7M-3K6H-L3 PROXI SENSOR,MAZAK,0,,0,NOS,1060
16266,Z AXIS (RHS) TELESCOPIC COVER MAZAK 680,MAZAK,0,,0,NOS,1060
16267,Z AXIS (LHS) TELESCOPIC COVER MAZAK 680,MAZAK,0,,0,NOS,1060
16306,RCKD6236TC601212CEXXTM HYD. CYLINDER,MAZAK,0,,0,NOS,1060
16307,RCKD6236TA601212CEXXTM HYD. CYLINDER,MAZAK,0,,0,NOS,1060
16308,RCKD6236TC901212CEXXTM HYD. CYLINDER,MAZAK,0,,0,NOS,1060
16309,4171-621-C HYD. CYLINDER,MAZAK,0,,0,NOS,1060
16310,4171-521-C HYD. CYLINDER,MAZAK,0,,0,NOS,1060
16311,4171-521-L HYD. CYLINDER,MAZAK,0,,0,NOS,1060
16312,TBKS1008R010 WORK SUPPORT,MAZAK,0,,0,NOS,1060
16366,SCREW FOR CONVEYOR SYSTEM DIA 100 X 450,MAZAK,4.5,,"22,275.00",M,1060
16455,COOLING FAN MARU200,MAZAK,0,,0,NOS,1060
16456,PHOTO COUPLER MBG9100,MAZAK,0,,0,NOS,1060
16457,RELAY MV88100,MAZAK,0,,0,NOS,1060
16458,ESCUTCHEON MBC6800,MAZAK,0,,0,NOS,1060
16462,92X92X25 COOLING FAN 24VDC SUNON 3WIRE,MAZAK,0,,0,NOS,1060
16500,MECHANICAL SEAL FOR PUMP CDLK-2 180/18,MAZAK,1,,"5,200.00",SET,1060
16744,TA3512Z IKO BEARING,MAZAK,2,,840,NOS,1060
16750,U41ZK00256Z TS13-01669RA ROLLER GEAR CA,MAZAK,1,,"166,546.00",NOS,1060
16751,U41ZKU02550 TS13-01669LB CAM FOLLOWER,MAZAK,1,,"139,526.00",NOS,1060
16788,MAGNETIC FILTER MODEL MM5 FLOW RATE 70L,MAZAK,0,,0,NOS,1060
16835,35760276640 PUSHER OD19.45(10)ID3.4L19.,MAZAK,0,,0,NOS,1060
16836,35760276651 SHAFT 18.5HEX ID6.8 L83.7,MAZAK,1,,"6,418.00",NOS,1060
16837,J25NV005030 O-RING S-12.5 F422,MAZAK,1,,342,NOS,1060
16838,MBC6900 COVER,MAZAK,0,,0,NOS,1060
16839,MAU8800 ESCUTHEON,MAZAK,0,,0,NOS,1060
16840,MAZ6700 PRINTED CIRCUIT BOARD,MAZAK,0,,0,NOS,1060
16842,WLS27XW285DSQ BANNER LED STRIP LIGHT,MAZAK,0,,0,NOS,1060
16843,MQDCWDSS0406 BANNER CORDSET,MAZAK,0,,0,NOS,1060
17036,KCJ511HAE EMERSON AC COMPRESSOR 230V,MAZAK,0,,0,NOS,1060
17144,PANEL AC AIR BLOWER MOTOR TURBO-1500,MAZAK,0,,0,NOS,1060
17145,PANEL AC AIR CONDENSOR MOTOR TURBO-1500,MAZAK,0,,0,NOS,1060
17146,NU 1016 SKF CYLINDERICAL ROLLER BEARING,MAZAK,0,,0,NOS,1060
17193,Z AXIS TELESCOPIC COVER FOR NEW MAZAK L,MAZAK,0,,0,NOS,1060
17198,MT11800 MDS-B-CVE-370 POWER SUPPLY,MAZAK,1,,"265,716.00",NOS,1060
17226,J01AE2057A0 OIL SEAL TC-35X50X8,MAZAK,14,,"4,788.00",NOS,1060
17227,J2600G04000 G-40 O-RING,MAZAK,2,,684,SET,1060
17228,J2600G06000 G-60 O-RING,MAZAK,2,,684,SET,1060
17229,J2600G07500 G-75 O-RING,MAZAK,1,,342,SET,1060
17230,J2600G010000 G-100 O-RING,MAZAK,10,,"3,420.00",NOS,1060
17241,LV525333 MCB CVS250F TM250D 3P3D,MAZAK,3,,"32,201.40",NOS,1060
17274,TH-T18KP 3.6A THERMAL OVERLOAD RELAY,MAZAK,4,,"4,812.00",NOS,1060
17303,1255023648A GEAR-ASSY 12550236481+22550,MAZAK,0,,0,SET,1060
17304,"12550295390 GEAR (SP-PT) 78Z-3M,L=92,ID",MAZAK,1,,"255,996.00",NOS,1060
17305,"22550295381 GEAR (SP-PT) 34Z-3M,L=51,ID",MAZAK,1,,"83,112.00",NOS,1060
17306,"22550295400 GEAR (SP-PT) 26Z-3.5M,L=213",MAZAK,1,,"193,513.00",NOS,1060
17307,42550295550 KEY 12X8X24L,MAZAK,2,,"1,554.00",NOS,1060
17308,SY9440-5DZ-04 SOLENOID VALVE,MAZAK,1,,"6,140.43",NOS,1060
17309,SY-7140-5DZ SOLENOID VALVE,MAZAK,1,,"2,690.62",NOS,1060
17310,SY7340-5DZ SOLENOID VALVE,MAZAK,1,,"4,795.00",NOS,1060
17311,SY7120-5LZD-02 SOLENOID VALVE,MAZAK,1,,"1,925.00",NOS,1060
17324,FF0414GASF FLAT QRC FEMALE,MAZAK,10,,"13,615.40",NOS,1060
17325,FF0414GASM FLAT QRC MALE,MAZAK,12,,"8,700.00",NOS,1060
17336,LC1D25F7 CONT 25A AC3 11KW 110VAC COIL,MAZAK,0,,0,NOS,1060
17337,LAD9V2 MECHANICAL INTERLOCK,MAZAK,4,,864,NOS,1060
17346,METALLIC OIL SEAL 55X70X9,MAZAK,0,,0,NOS,1060
17347,O-RING 90X4,MAZAK,10,,287,NOS,1060
17348,O-RING 35X4,MAZAK,5,,57.4,NOS,1060
17349,O-RING 50X6,MAZAK,5,,77.9,NOS,1060
17364,OSE105S2A ENCODER  MAUY900,MAZAK,1,,"46,992.00",NOS,1060
17365,U41ZK00169D CAM FOLLOWER SCF30R(FCF30R),MAZAK,0,,0,NOS,1060
17366,U41ZK00251D CAM FOLLOWER SCF30E,MAZAK,1,,"13,971.00",NOS,1060
17367,22550295342 DRAW BAR (SP-PT) 597*62*18/,MAZAK,1,,"105,231.00",NOS,1060
17368,42420266330 WASHER  OD=15*ID=6.8*W=15.5,MAZAK,3,,"5,784.00",NOS,1060
17369,42420266340 BOLT (SP-PT) L105*M8/M6*D14,MAZAK,2,,"19,078.00",NOS,1060
17370,A40JJ00M060 M6 HEX.NUT 20 PCS/ SET,MAZAK,1,,342,SET,1060
17371,125584A0011 BALL SCREW ( X AXIS ),MAZAK,0,,0,NOS,1060
17372,125584A0021 BALL SCREW (Y AXIS),MAZAK,1,,"327,825.00",NOS,1060
17421,02721666790 PIN,MAZAK,1,,"33,364.00",NOS,1060
17422,42551745911 BUSH OD=100 ID=90 L=50,MAZAK,1,,"7,073.00",NOS,1060
17423,F30PF004500 SPB-152120 BUSH,MAZAK,1,,"2,509.00",NOS,1060
17424,COMPRESSOR MODEL,MAZAK,0,,0,NOS,1060
17446,D7125510815 CABLE ASSY W1081 CONTROL,MAZAK,1,,"37,828.00",NOS,1060
17447,D7125528553 CABLE ASSY W2855,MAZAK,1,,"51,185.00",NOS,1060
17482,MAEC900 RESISTOR,MAZAK,0,,0,NOS,1060
17483,MLM1800 POWER TRANSISTOR MODULE,MAZAK,0,,0,NOS,1060
17548,HYD. SEAL FOR ACCUMULATOR MATL: NBR/BFT,MAZAK,4,,979.08,NOS,1060
17626,MLH3700 F090 L0.25M CABLE,MAZAK,0,,0,NOS,1060
17663,MLW9100 F097 L0.22M (BKO-NC9205) CABLE,MAZAK,1,,"8,228.00",NOS,1060
17677,MAGD300 N506C217G51 SHEET METAL,MAZAK,1,,"1,521.00",NOS,1060
17678,MAGJ800 SB6-9 (2 PIECE) SPACER,MAZAK,2,,330,NOS,1060
17679,MAQY200 NL6448BC33-70 (*NLT) LCD,MAZAK,0,,0,NOS,1060
17680,MAQY300 104PW03F INVERTER,MAZAK,1,,"4,521.00",NOS,1060
17681,MAXE500 N756C708G51 PLATE,MAZAK,1,,"2,662.00",NOS,1060
17682,MAXG400 F424 L0.20M CABLE,MAZAK,1,,"2,091.00",NOS,1060
17683,MAXG500 F489 L0.07M CABLE,MAZAK,1,,"2,471.00",NOS,1060
17688,F30PF002230 70B-3015 OILESS BUSH,MAZAK,1,,679,NOS,1060
17689,U41ZK002190 ARM PIVOT (15CTMST0019-50),MAZAK,1,,"5,243.00",NOS,1060
17708,AIMB-542VE-00A1E MOTHERBOARD,MAZAK,0,,0,NOS,1060
17762,CAM FOLLOWER MODEL- CF- SFU12,MAZAK,20,,"34,000.00",NOS,1060
17784,MBG700 PHOTO COUPLER (DIP TYPE),MAZAK,0,,0,NOS,1060
17785,MBG9000 PHOTO COUPLER,MAZAK,0,,0,NOS,1060
17786,MLR8100 PRINTED CIRCUIT BOARD,MAZAK,0,,0,NOS,1060
17787,MW23200 FRONT COVER,MAZAK,0,,0,NOS,1060
17788,MW23500 CASE,MAZAK,0,,0,NOS,1060
17789,MW23800 FAN COVER,MAZAK,0,,0,NOS,1060
17790,MYU0500 CURRENT TRANSFORMER,MAZAK,0,,0,NOS,1060
17825,42451743451 KEY (SP-96.1-PT) 25X25X8,MAZAK,11,,"12,251.25",NOS,1060
17826,F30PF004510 BUSH SPB-101415,MAZAK,11,,"21,461.00",NOS,1060
17857,AD402-03C-A AUTO DRAIN VALVE,MAZAK,2,,"5,559.00",NOS,1060
17884,TERMINAL BLOCK MAAY100,MAZAK,0,,0,NOS,1060
17885,SHEET METAL MAT8000,MAZAK,0,,0,NOS,1060
17886,CURRENT TRANSFORMER MBN1800,MAZAK,0,,0,NOS,1060
17887,REGISTER MT87800,MAZAK,0,,0,NOS,1060
17888,TERMINAL BLOCK MV89000,MAZAK,0,,0,NOS,1060
17899,32550293690 NUT OD=104.5 ID=M80 L=18,MAZAK,1,,"42,475.00",NOS,1060
17900,32550293700 SPACER OD=116 ID=49 L=15.5,MAZAK,1,,"42,005.00",NOS,1060
18036,"39050094 O RING 127, 1.424X103, 90AUD",MAZAK,0,,0,NOS,1060
18037,"39050094 SEAL, CROWN 3/32X15/16X1.5 93A",MAZAK,0,,0,NOS,1060
18046,D70UB008481 THERMOMETER YMYP37-2,MAZAK,0,,0,NOS,1060
18152,AIMB-501G2-KSA1E MOTHERBOARD,MAZAK,0,,0,NOS,1060
18161,MW01400 PD25B POWER SUPPLY,MAZAK,1,,"30,480.00",NOS,1060
18175,1040765 IME12-04BPSZW2K PROXIMITY SENSO,MAZAK,0,,0,NOS,1060
18176,1040769 IME12-04BPOZW2K PROXIMITY SENSO,MAZAK,0,,0,NOS,1060
18455,MYX1600 POWER TRANSISTOR MODULE,MAZAK,0,,0,NOS,1060
18478,MAKM800 PRINTED CIRCUIT BOARD,MAZAK,0,,0,NOS,1060
18479,MALE900 FAN,MAZAK,0,,0,NOS,1060
18480,MAQU200 POWER TRANSISTOR MODULE,MAZAK,0,,0,NOS,1060
18578,PR. GAUGE O-100 KG 1/4 GFS-100-SSS-BCPM,MAZAK,3,,"2,877.00",NOS,1060
18814,T-LAMP 12W,MAZAK,1,,180,NOS,1060
18815,LAMP HOLDER,MAZAK,0,,0,NOS,1060
18834,OIL SKIMMER ROS-3-40-300,MAZAK,1,,"15,175.00",NOS,1060
18846,EBM MAKE D2E 133 CONDENSOR BLOWER,MAZAK,0,,0,NOS,1060
19019,FRP GRATING PANEL 1000MM x 1000MM,MAZAK,0,,0,NOS,1060
19061,MBG8700 PHOTO COUPLER D TYPE,MAZAK,0,,0,NOS,1060
19087,MATG800-1 IC,MAZAK,0,,0,NOS,1060
19088,3RT20171AK61 SIEMENS CONTACTOR,MAZAK,10,,"9,266.10",NOS,1060
